node_id,value
513,9.49998
1325,9.49998
116,37
1134,40.3211
915,40.3212
1381,37
795,40.3211
627,40.3211
1673,40.3212
422,40.3211
120,3
2026,6.00017
666,1
121,1
1922,1
124,1
1580,1
694,1
131,0.5
1993,0.5
894,6.54266
139,3
448,5.50333
141,4.57195
891,4.57195
278,4.5712
1905,6.54115
292,4.56907
145,2.83266
1784,2.83332
1035,1.5
147,3
148,1
828,6.53759
149,0.5
306,0.5
152,6.53731
823,18
1739,4
153,9.49998
401,9.49998
1087,9.49998
982,30
551,1
157,1
832,2
2000,40.3212
165,5.5
1562,6.53782
917,6
538,36.321
173,1
181,0.5
755,0.5
185,2
186,1
187,1
190,14.4444
1802,14.4444
487,14.4444
194,1.5
196,1.49769
1891,1.50231
1676,1
1829,36.3395
1425,30
1409,29.0013
703,30
1726,6
1949,25
344,6.53758
602,5.99964
831,5.99949
944,6
1323,3
686,3
203,1.66783
204,1.5
206,1
209,26
211,1
1424,1
1197,23.4996
1857,1
220,2.5
226,1
228,1
232,0.5
833,0.5
241,1
1750,40.3212
903,40.3212
244,6.54418
1157,4.20004
997,6.54549
727,6.54426
824,1
246,1
729,5.50003
1388,4.5
252,4.5
1186,4.75312
465,4.74677
256,19
464,40.3212
260,4
264,2
1522,40.3212
486,0.666667
281,0.5
1124,0.5
289,2
290,1
291,1
294,2
296,1.28505
983,1.28505
1696,1.28719
301,1
311,1.5
1683,1.5
312,1
318,4.24936
325,0.5
1055,0.5
326,0.5
908,0.5
439,4
442,4
865,3
342,1
1243,3.5
794,4.33317
1538,1
525,3
351,1
357,4.20004
571,4.19982
782,14.4444
508,14.4444
515,14.4444
1992,14.4444
371,2.5
374,5.49881
1060,4.00001
384,39.0005
665,38.9995
385,6
386,1.5
1498,1.5
962,2.12657
399,1
403,14.4444
1154,14.4444
733,14.4444
1102,14.4444
1666,14.4444
1404,14.4444
957,14.4444
2024,14.4444
1444,14.4444
1029,14.4445
1806,4
2010,17
1910,3
413,1
419,1
424,0.5
1038,0.5
428,2
1252,4.33618
1980,5.99646
433,40.3211
1226,27.5
1855,27.5
435,3.99999
441,1
1123,5.49958
766,4
1648,22
1812,6
1880,0.666667
1191,1
2011,24
1955,5
368,1
358,1
1954,1
423,1.5
1716,1
1022,1
177,1
454,1
1398,1
458,5.50119
461,3
1800,3
1119,40.3212
1364,1
1371,1
469,0.5
97,0.5
475,5.49705
854,4
479,2.5
807,2.5
491,6.0009
852,6.53699
507,4
1959,4
862,1
1275,5
512,2
517,1
523,1.5
1932,1.5
546,6
1194,6.00173
568,1.5
575,3.66925
1535,3.66328
578,4
579,2
580,1
583,5.5
210,1
1638,4
585,1.5
1643,1.5
586,3.5
588,2
60,2
593,1
1302,5.99997
1130,1
614,2
615,1
616,1
625,3
626,3
552,2
630,0.5
1511,0.5
632,1
1148,6
635,0.5
327,0.5
657,2
1414,1
658,1
664,2
670,0.5
830,0.5
685,1
696,0.5
518,0.5
697,1
710,1
717,4
724,3
730,1
734,2.49934
749,1
756,1
757,1
767,1
769,1
770,1
805,2
389,1.28543
798,1
803,1.5
417,1.5
815,1
818,4.57195
1779,4.57195
819,1
827,2
844,1
1133,5
859,1
577,1
873,2
1023,2
880,1
881,5
1593,6.00678
883,1
1600,2
895,1
896,4.20004
1069,4.20004
897,0.5
300,0.5
904,2.83332
1649,2.83338
1690,2.83395
1555,2.83338
905,1
923,2.5
927,2
929,0.5
1389,0.5
930,1
932,1
937,1
1879,1
942,4.00024
965,1
977,40.3211
987,9.49998
989,0.5
1434,0.5
991,1
1001,1
1004,1
1034,1
1013,1
1017,1
1033,1.33168
501,1.33416
1061,1
1066,1
1068,14.4444
1070,1
1082,1
1088,1
1090,1.5
1112,2.5
1837,2.5
1113,1
1131,1
655,3
1843,2.66653
1651,5
1150,3.99976
2022,4
1822,1
1185,1
1188,1
1192,1
1202,1
1211,1.5
1217,1
1223,1
1227,1
1230,1
1231,1
1233,1.5
1254,1
365,2
1807,1
54,2
1095,1
1747,3.66747
1977,1
1854,3
1610,1
1287,2
1304,1
1693,4
1308,3
1328,1
1331,1
1348,1
1357,0.5
797,0.5
1360,1
1362,1
1365,2
1772,5
1700,4
1382,4
1386,3
1406,1
1412,0.5
1071,0.5
1418,1
1420,1
1730,24
1564,1
1353,1
1987,1
1443,5.99537
1456,1
1472,0.5
591,0.5
1478,4.57195
1479,0.666667
1851,0.666667
1502,0.666667
1487,1
1491,2
1684,2
1492,1.33416
1494,3
1499,3
1504,2
1507,14.4445
1508,1
1509,40.3212
1519,0.5
1917,0.5
1523,2
1524,0.5
1237,0.5
1525,2
1532,1
1537,0.5
541,0.5
1540,1
1912,2
1550,1
1553,2
1569,1
1609,1
1624,2
440,1
1761,1
1633,1
1637,4.0002
1644,1
1645,1
1273,1
1968,1
1259,1
1430,1
1447,1
1825,1
1397,1
1234,1
1848,1
1224,1
867,1
643,1
1642,1
1003,1
198,1
611,1
1474,1
1720,1
1175,1
1159,1
673,1
1529,1
1950,1
324,1
316,1
2014,1
485,1
984,1
2021,1
661,1
1782,1
1495,1
6,1
751,1
790,1
1733,1
51,1
1288,1
313,1
1390,1
596,1
379,1
1916,1
412,1
1897,1
721,1
447,1
524,1
1805,1
8,1
320,1
1506,1
748,1
1374,1
26,1
633,1
1170,1
140,1
1823,1
48,1
1292,1
1125,1
1437,1
651,1
1263,1
536,1
415,1
1858,1
2016,1
2028,1
253,1
1436,1
812,1
1369,1
1831,1
1817,2
610,1
476,1
741,1
1821,1
293,1
1533,1
1030,1
1074,1
1563,1
1295,1
1284,2
310,1
1315,1
1337,1
1355,1
88,1
45,1
1942,1
1605,1
1849,1
1835,1
383,1
1904,1
599,1
1567,1
1834,1
503,1
1764,1
1454,1
367,1
622,1
1027,1
529,1
1729,1
1497,1
263,1
885,1
15,1
170,1
1592,1
1695,1
1984,1
1278,1
949,1
122,1
966,1
1246,1
1632,1
1171,1
1803,1
254,1
1678,1
1679,1.66466
1687,1
1688,1.66751
1745,1
1741,1
282,1
1712,1
1714,1
1715,1
1718,1
1725,1
1731,1
1755,2
1762,1
1765,1
1046,2
1911,5
1768,1
21,2
1787,0.5
601,0.5
1793,1
1804,0.5
3,0.5
1810,0.666667
1814,0.5
337,0.5
1816,1
1828,1
1830,1
1833,1
1939,1
1856,1
653,1
972,1
1019,1
1199,1
1319,1
1661,1
1335,1
27,1
1179,1
381,1
613,1
1008,1
1614,1
700,1
1438,1
218,1
1556,1
2007,1
564,1
691,1
336,1
558,1
1471,1
1486,1
1014,1
671,1
450,1
723,1
1777,1
638,1
1152,1
1228,1
663,1
1282,1
1285,1
1089,1
1737,1
528,1
1886,1.28505
779,1.28505
1906,1.28719
1900,14.4445
1913,1
1923,0.5
224,0.5
1924,1
1926,40.3213
1929,4
1938,2.12299
1989,1
1991,6
2015,2
