node_id,value
53,9.90009
1372,9.90009
732,9.90009
1985,9.90009
2003,9.90009
561,9.90009
55,7.32102
690,15
701,12
56,1
59,1
154,40.3212
1079,40.3212
1918,40.3211
332,40.3212
65,2.5
221,2.5
848,2.5
70,2.12262
1711,2.12262
74,3
176,40.0008
75,4.74877
247,4.74721
79,9.0122
1158,11.0001
1376,8
1305,7.8077
429,5.99122
990,9.00092
245,8.99867
1057,10.9999
1392,9.00025
1423,6.00139
83,15.8027
1996,6
1766,40.3212
361,15.807
534,15.8077
89,34
478,40.3212
712,40.3211
866,40.3211
90,14.8571
1689,14.8569
150,16
95,13
737,6.5
183,7.33736
238,6.5
652,6.5
1902,7.34162
964,40.3211
96,2
1276,40.3211
103,40.3212
449,40.3211
462,36.001
863,35.999
1753,6.49725
1546,13.0013
1279,4
619,7.99914
898,12.9987
104,28.9987
1051,36.3395
108,39.9992
1815,40.3211
682,16
110,9.90009
1951,9.89828
1972,9.90009
1792,9.90009
188,9.90009
1871,9.90009
668,9.90009
377,9.90009
513,9.90009
1325,9.90009
116,37
1134,40.3211
915,40.3212
1381,37
795,40.3211
627,40.3211
1673,40.3212
422,40.3211
120,12
2026,18
666,6
121,1
1922,1
124,1
1580,1
694,1
131,1.00109
1993,0.998912
894,12.9995
139,2.99968
448,7
141,4.56867
891,4.56867
278,4.57278
1905,13.0005
292,4.58386
145,3.49467
1784,3.50282
1035,1.5
147,4.0013
148,1
828,23
149,0.5
306,0.5
152,18.9998
823,18
1739,6
153,9.90009
401,9.90009
1087,9.90009
982,30
551,2
157,1
832,2.00115
2000,40.3212
165,6.5
1562,15.7987
917,8
538,36.321
173,3
181,0.99871
755,1.00129
185,2
186,1
187,1
190,14.8574
1802,14.8571
487,14.8574
194,1.5
196,3.49642
1891,3.50358
1676,3
1829,36.3395
1425,30
1409,29.0013
703,30
1726,10
1949,25
344,9
602,8.99927
831,7.67389
944,7
1323,3
686,4
203,2
204,1.5
206,1
209,26
211,1
1424,4
1197,23.4996
1857,7
220,3.5
226,1
228,1
232,0.5
833,0.5
241,1
1750,40.3212
903,40.3212
244,8.99606
1157,6.20133
997,8.99132
727,9.00058
824,1
246,1
729,8
1388,4.5
252,4.5
1186,4.76081
465,4.74321
256,19
464,40.3212
260,12
264,7
1522,40.3212
486,3
281,2
1124,1
289,6
290,1
291,1
294,2
296,1.49946
983,1.49946
1696,1.50109
301,2
311,1.5
1683,1.5
312,1
318,6.5
325,0.5
1055,0.5
326,0.5
908,0.5
439,7.00106
442,10
865,7
342,1
1243,5.5
794,7
1538,1
525,5
351,1
357,6.20133
571,6.19468
782,14.8571
508,14.8571
515,14.8571
1992,14.8571
371,3.5
374,6.7578
1060,6.7567
384,39.0005
665,38.9995
385,5.99861
386,1.5
1498,1.5
962,2.11903
399,1
403,14.8571
1154,14.8571
733,14.8571
1102,14.8574
1666,14.8573
1404,14.8574
957,14.8574
2024,14.8574
1444,14.8574
1029,14.8569
1806,8
2010,17
1910,10
413,1
419,2
424,1.00129
1038,0.998705
428,2
1252,6.50275
1980,6.00357
433,40.3211
1226,27.5
1855,27.5
435,6.73868
441,1
1123,7.79631
766,4
1648,22
1812,7.80397
1880,4
1191,3
2011,24
1955,5
368,1
358,2
1954,2
423,3
1716,1
1022,1
177,1
454,1
1398,5
458,6.74682
461,4.00068
1800,3.99932
1119,40.3212
1364,1
1371,1
469,0.5
97,0.5
475,10
854,6
479,2.5
807,2.5
491,7.65519
852,11
507,4
1959,4
862,3
1275,5
512,1.99885
517,1
523,1.5
1932,1.5
546,7
1194,7.79638
568,4
575,5
1535,8
578,10
579,2
580,1
583,6.5
210,1
1638,8
585,1.5
1643,1.5
586,5.5
588,2
60,2
593,1
1302,9.00073
1130,1
614,2
615,2
616,1
625,3.9987
626,3
552,2
630,0.5
1511,0.5
632,1
1148,7
635,0.5
327,0.5
657,2
1414,1
658,2
664,2
670,0.5
830,0.5
685,1
696,0.5
518,0.5
697,1
710,2
717,10
724,6
730,1
734,5
749,1
756,1
757,1
767,1
769,1
770,1
805,4
389,2
798,1
803,1.9987
417,2.0013
815,4
818,4.56867
1779,4.56867
819,2
827,6
844,1
1133,6
859,1
577,1
873,2
1023,2
880,1
881,5
1593,6.01076
883,1
1600,4
895,1
896,6.20133
1069,6.20133
897,1.00129
300,0.99871
904,3.50282
1649,3.49948
1690,3.50072
1555,3.49948
905,1
923,2.5
927,3
929,0.5
1389,0.5
930,1
932,1
937,3
1879,1
942,11
965,1
977,40.3211
987,9.90009
989,1.00127
1434,0.998731
991,1
1001,1
1004,0.997113
1034,1.00563
1013,1
1017,1
1033,1.66191
501,1.66905
1061,1
1066,1
1068,14.8574
1070,1
1082,1
1088,1.00563
1090,2.00095
1112,2.5
1837,2.5
1113,1
1131,1
655,3
1843,10
1651,5
1150,12
2022,4
1822,3
1185,1
1188,1
1192,1
1202,1
1211,1.5
1217,1
1223,1
1227,1
1230,1
1231,1
1233,1.99905
1254,1
365,2
1807,1
54,2
1095,1
1747,7
1977,1
1854,3
1610,2
1287,2
1304,1
1693,4.00148
1308,8
1328,1
1331,1
1348,1
1357,0.5
797,0.5
1360,1
1362,1
1365,8
1772,5
1700,3.99852
1382,5
1386,5
1406,1
1412,0.5
1071,0.5
1418,1
1420,1
1730,24
1564,1
1353,1
1987,1
1443,5.99446
1456,3
1472,0.5
591,0.5
1478,4.56867
1479,1.4962
1851,1.5038
1502,1
1487,1
1491,3.99892
1684,4.00108
1492,1.66905
1494,9
1499,3.00032
1504,2
1507,14.8569
1508,1
1509,40.3212
1519,1.00124
1917,0.998762
1523,2
1524,0.5
1237,0.5
1525,2
1532,1
1537,0.5
541,0.5
1540,1
1912,2
1550,1
1553,4
1569,1
1609,1
1624,6
440,1
1761,1
1633,2
1637,8.00086
1644,1
1645,1
1273,1
1968,1
1259,1
1430,1
1447,1
1825,1
1397,1
1234,1
1848,1
1224,1
867,1
643,1
1642,1
1003,1
198,1
611,1
1474,1
1720,1
1175,1
1159,1
673,1
1529,1
1950,1
324,1
316,1
2014,1
485,1
984,1
2021,1
661,1
1782,1
1495,1
6,1
751,1
790,1
1733,1
51,1
1288,1
313,1
1390,1
596,1
379,1
1916,1
412,1
1897,1
721,1
447,1
524,1
1805,1
8,1
320,1
1506,1
748,1
1374,1
26,1
633,1
1170,1
140,1
1823,1
48,1
1292,1
1125,1
1437,1
651,1
1263,1
536,1
415,1
1858,1
2016,1
2028,1
253,1
1436,1
812,1
1369,1
1831,1
1817,2
610,1
476,1
741,1
1821,1
293,1
1533,1
1030,1
1074,1
1563,1
1295,1
1284,2
310,1
1315,1
1337,1
1355,1
88,1
45,1
1942,1
1605,1
1849,1
1835,1
383,1
1904,1
599,1
1567,1
1834,1
503,1
1764,1
1454,1
367,1
622,1
1027,1
529,1
1729,1
1497,1
263,1
885,1
15,1
170,1
1592,1
1695,1
1984,1
1278,1
949,1
122,1
966,1
1246,1
1632,1
1171,1
1803,1
254,1
1678,1
1679,3.00068
1687,1
1688,2.99932
1745,1
1741,1
282,1
1712,1
1714,1
1715,1
1718,1
1725,1
1731,1
1755,3
1762,0.991624
1765,1
1046,2
1911,5
1768,1
21,2
1787,0.5
601,0.5
1793,1
1804,0.5
3,0.5
1810,1
1814,0.5
337,0.5
1816,1
1828,1
1830,1
1833,1
1939,1
1856,1
653,1
972,1
1019,1
1199,1
1319,1
1661,1
1335,1
27,1
1179,1
381,1
613,1
1008,1
1614,1
700,1
1438,1
218,1
1556,1
2007,2
564,1
691,1
336,1
558,1
1471,1
1486,1
1014,1
671,1
450,1
723,1
1777,1
638,1
1152,1
1228,1
663,1
1282,1
1285,1
1089,1
1737,1
528,1
1886,1.49946
779,1.49946
1906,1.50109
1900,14.8569
1913,1
1923,0.5
224,0.5
1924,1
1926,40.3213
1929,6.99894
1938,2.12723
1989,1
1991,6
2015,2
