node_id,value
1197,33.1954
1857,11.511
220,11.511
226,11.511
228,11.511
232,11.511
833,11.511
241,11.511
1750,40.3212
903,40.3212
244,11.511
1157,11.511
997,11.511
727,11.511
824,11.511
246,11.511
729,11.511
1388,11.511
252,11.511
1186,11.511
465,11.511
256,33.1954
464,40.3212
260,33.1954
264,11.511
1522,40.3212
486,11.511
281,11.511
1124,11.511
289,11.511
290,11.511
291,11.511
294,11.511
296,11.511
983,11.511
1696,11.511
301,11.511
311,11.511
1683,11.511
312,11.511
318,11.511
325,11.511
1055,11.511
326,11.511
908,11.511
439,11.511
442,11.511
865,11.511
342,11.511
1243,11.511
794,11.511
1538,11.511
525,11.511
351,11.511
357,11.511
571,11.511
782,33.1954
508,33.1954
515,33.1954
1992,33.1954
371,11.511
374,11.511
1060,11.511
384,40.0604
665,40.0604
385,11.511
386,11.511
1498,11.511
962,11.511
399,11.511
403,33.1954
1154,33.1954
733,33.1954
1102,33.1954
1666,33.1954
1404,33.1954
957,33.1954
2024,33.1954
1444,33.1954
1029,33.1954
1806,11.511
2010,33.1954
1910,11.511
413,11.511
419,11.511
424,11.511
1038,11.511
428,11.511
1252,11.511
1980,11.511
433,40.3212
1226,33.1954
1855,33.1954
435,11.511
441,11.511
1123,11.511
766,11.511
1648,33.1954
1812,11.511
1880,11.511
1191,11.511
2011,33.1954
1955,11.511
368,11.511
358,11.511
1954,11.511
423,11.511
1716,11.511
1022,11.511
177,11.511
454,11.511
1398,11.511
458,11.511
461,11.511
1800,11.511
1119,40.3212
1364,11.511
1371,11.511
469,11.511
97,11.511
475,11.511
854,11.511
479,11.511
807,11.511
491,11.511
852,11.511
507,11.511
1959,11.511
862,11.511
1275,11.511
512,11.511
517,11.511
523,11.511
1932,11.511
546,11.511
1194,11.511
568,11.511
575,11.511
1535,11.511
578,11.511
579,11.511
580,11.511
583,11.511
210,11.511
1638,11.511
585,11.511
1643,11.511
586,11.511
588,11.511
60,11.511
593,11.511
1302,11.511
1130,11.511
614,11.511
615,11.511
616,11.511
625,11.511
626,11.511
552,11.511
630,11.511
1511,11.511
632,11.511
1148,11.511
635,11.511
327,11.511
657,11.511
1414,11.511
658,11.511
664,11.511
670,11.511
830,11.511
685,11.511
696,11.511
518,11.511
697,11.511
710,11.511
717,11.511
724,11.511
730,11.511
734,11.511
749,11.511
756,11.511
757,11.511
767,11.511
769,11.511
770,11.511
805,11.511
389,11.511
798,11.511
803,11.511
417,11.511
815,11.511
818,11.511
1779,11.511
819,11.511
827,11.511
844,11.511
1133,11.511
859,11.511
577,11.511
873,11.511
1023,11.511
880,11.511
881,11.511
1593,11.511
883,11.511
1600,11.511
895,11.511
896,11.511
1069,11.511
897,11.511
300,11.511
904,11.511
1649,11.511
1690,11.511
1555,11.511
905,11.511
923,11.511
927,11.511
929,11.511
1389,11.511
930,11.511
932,11.511
937,11.511
1879,11.511
942,11.511
965,11.511
977,40.3212
987,11.511
989,11.511
1434,11.511
991,11.511
1001,11.511
1004,11.511
1034,11.511
1013,11.511
1017,11.511
1033,11.511
501,11.511
1061,11.511
1066,11.511
1068,33.1954
1070,11.511
1082,11.511
1088,11.511
1090,11.511
1112,11.511
1837,11.511
1113,11.511
1131,11.511
655,11.511
1843,11.511
1651,11.511
1150,33.1954
2022,11.511
1822,11.511
1185,11.511
1188,11.511
1192,11.511
1202,11.511
1211,11.511
1217,11.511
1223,11.511
1227,11.511
1230,11.511
1231,11.511
1233,11.511
1254,11.511
365,11.511
1807,11.511
54,11.511
1095,11.511
1747,11.511
1977,11.511
1854,11.511
1610,11.511
1287,11.511
1304,11.511
1693,11.511
1308,11.511
1328,11.511
1331,11.511
1348,11.511
1357,11.511
797,11.511
1360,11.511
1362,11.511
1365,11.511
1772,11.511
1700,11.511
1382,11.511
1386,11.511
1406,11.511
1412,11.511
1071,11.511
1418,11.511
1420,11.511
1730,33.1954
1564,11.511
1353,11.511
1987,11.511
1443,11.511
1456,11.511
1472,11.511
591,11.511
1478,11.511
1479,11.511
1851,11.511
1502,11.511
1487,11.511
1491,11.511
1684,11.511
1492,11.511
1494,11.511
1499,11.511
1504,11.511
1507,33.1954
1508,11.511
1509,40.3212
1519,11.511
1917,11.511
1523,11.511
1524,11.511
1237,11.511
1525,11.511
1532,11.511
1537,11.511
541,11.511
1540,11.511
1912,11.511
1550,11.511
1553,11.511
1569,11.511
1609,11.511
1624,11.511
440,11.511
1761,11.511
1633,11.511
1637,11.511
1644,11.511
1645,11.511
1273,11.511
1968,11.511
1259,11.511
1430,11.511
1447,11.511
1825,11.511
1397,11.511
1234,11.511
1848,11.511
1224,11.511
867,11.511
643,11.511
1642,11.511
1003,11.511
198,11.511
611,11.511
1474,11.511
1720,11.511
1175,11.511
1159,11.511
673,11.511
1529,11.511
1950,11.511
324,11.511
316,11.511
2014,11.511
485,11.511
984,11.511
2021,11.511
661,11.511
1782,11.511
1495,11.511
6,11.511
751,11.511
790,11.511
1733,11.511
51,11.511
1288,11.511
313,11.511
1390,11.511
596,11.511
379,11.511
1916,11.511
412,11.511
1897,11.511
721,11.511
447,11.511
524,11.511
1805,11.511
8,11.511
320,11.511
1506,11.511
748,11.511
1374,11.511
26,11.511
633,11.511
1170,11.511
140,11.511
1823,11.511
48,11.511
1292,11.511
1125,11.511
1437,11.511
651,11.511
1263,11.511
536,11.511
415,11.511
1858,11.511
2016,11.511
2028,11.511
253,11.511
1436,11.511
812,11.511
1369,11.511
1831,11.511
1817,11.511
610,11.511
476,11.511
741,11.511
1821,11.511
293,11.511
1533,11.511
1030,11.511
1074,11.511
1563,11.511
1295,11.511
1284,11.511
310,11.511
1315,11.511
1337,11.511
1355,11.511
88,11.511
45,11.511
1942,11.511
1605,11.511
1849,11.511
1835,11.511
383,11.511
1904,11.511
599,11.511
1567,11.511
1834,11.511
503,11.511
1764,11.511
1454,11.511
367,11.511
622,11.511
1027,11.511
529,11.511
1729,11.511
1497,11.511
263,11.511
885,11.511
15,11.511
170,11.511
1592,11.511
1695,11.511
1984,11.511
1278,11.511
949,11.511
122,11.511
966,11.511
1246,11.511
1632,11.511
1171,11.511
1803,11.511
254,11.511
1678,11.511
1679,11.511
1687,11.511
1688,11.511
1745,11.511
1741,11.511
282,11.511
1712,11.511
1714,11.511
1715,11.511
1718,11.511
1725,11.511
1731,11.511
1755,11.511
1762,11.511
1765,11.511
1046,11.511
1911,11.511
1768,11.511
21,11.511
1787,11.511
601,11.511
1793,11.511
1804,11.511
3,11.511
1810,11.511
1814,11.511
337,11.511
1816,11.511
1828,11.511
1830,11.511
1833,11.511
1939,11.511
1856,11.511
653,11.511
972,11.511
1019,11.511
1199,11.511
1319,11.511
1661,11.511
1335,11.511
27,11.511
1179,11.511
381,11.511
613,11.511
1008,11.511
1614,11.511
700,11.511
1438,11.511
218,11.511
1556,11.511
2007,11.511
564,11.511
691,11.511
336,11.511
558,11.511
1471,11.511
1486,11.511
1014,11.511
671,11.511
450,11.511
723,11.511
1777,11.511
638,11.511
1152,11.511
1228,11.511
663,11.511
1282,11.511
1285,11.511
1089,11.511
1737,11.511
528,11.511
1886,11.511
779,11.511
1906,11.511
1900,33.1954
1913,11.511
1923,11.511
224,11.511
1924,11.511
1926,40.3212
1929,11.511
1938,11.511
1989,11.511
1991,11.511
2015,11.511
